,image_id,storm_id,relative_time,ocean,wind_speed
299,afs_087,afs,255598,2,26
300,afs_088,afs,259198,2,25
301,afs_089,afs,261000,2,25
302,afs_090,afs,262798,2,25
303,afs_091,afs,264599,2,25
304,afs_092,afs,266399,2,25
305,afs_093,afs,269998,2,25
306,afs_094,afs,271799,2,25
307,afs_095,afs,275398,2,25
308,afs_096,afs,280797,2,25
309,afs_097,afs,282598,2,25
310,afs_098,afs,284397,2,25
311,afs_099,afs,287997,2,25
312,afs_100,afs,291597,2,25
313,afs_101,afs,295197,2,25
314,afs_102,afs,296997,2,25
315,afs_103,afs,298798,2,25
316,afs_104,afs,302396,2,25
317,afs_105,afs,304197,2,25
318,afs_106,afs,305997,2,25
319,afs_107,afs,307797,2,25
320,afs_108,afs,309597,2,25
321,afs_109,afs,313197,2,25
322,afs_110,afs,314997,2,25
323,afs_111,afs,316797,2,25
324,afs_112,afs,318598,2,25
325,afs_113,afs,320398,2,25
326,afs_114,afs,323998,2,25
327,afs_115,afs,325798,2,25
328,afs_116,afs,327598,2,25
329,afs_117,afs,329398,2,25
330,afs_118,afs,331200,2,25
331,afs_119,afs,334798,2,25
332,afs_120,afs,336599,2,25
333,afs_121,afs,338398,2,25
334,afs_122,afs,340198,2,25
335,afs_123,afs,341998,2,25
336,afs_124,afs,345598,2,25
337,afs_125,afs,347398,2,25
338,afs_126,afs,349200,2,25
339,afs_127,afs,350999,2,25
340,afs_128,afs,352798,2,25
341,afs_129,afs,356398,2,25
342,afs_130,afs,358198,2,25
343,afs_131,afs,361798,2,25
344,afs_132,afs,367197,2,25
345,afs_133,afs,368998,2,25
346,afs_134,afs,370797,2,25
347,afs_135,afs,374397,2,25
348,afs_136,afs,377997,2,25
349,afs_137,afs,381597,2,25
350,afs_138,afs,383399,2,25
351,afs_139,afs,385198,2,25
352,afs_140,afs,388797,2,25
353,afs_141,afs,390598,2,25
354,afs_142,afs,392397,2,25
355,afs_143,afs,394197,2,25
356,afs_144,afs,395997,2,25
357,afs_145,afs,399599,2,25
358,afs_146,afs,401397,2,25
359,afs_147,afs,403198,2,25
360,afs_148,afs,404998,2,25
361,afs_149,afs,406798,2,25
362,afs_150,afs,410398,2,25
363,afs_151,afs,412198,2,26
364,afs_152,afs,413998,2,26
365,afs_153,afs,415798,2,26
366,afs_154,afs,417598,2,27
367,afs_155,afs,421198,2,28
368,afs_156,afs,422998,2,28
369,afs_157,afs,424798,2,29
370,afs_158,afs,426598,2,29
371,afs_159,afs,428398,2,29
372,afs_160,afs,431998,2,30
373,afs_161,afs,433800,2,31
374,afs_162,afs,435598,2,32
375,afs_163,afs,437399,2,33
376,afs_164,afs,439199,2,34
377,afs_165,afs,442798,2,35
378,afs_166,afs,444598,2,36
379,afs_167,afs,448199,2,38
380,afs_168,afs,453597,2,40
381,afs_169,afs,455398,2,40
382,afs_170,afs,457197,2,40
383,afs_171,afs,460797,2,40
384,afs_172,afs,464397,2,40
385,afs_173,afs,467997,2,40
386,afs_174,afs,469797,2,40
387,afs_175,afs,471598,2,40
388,afs_176,afs,475197,2,40
389,afs_177,afs,476997,2,41
390,afs_178,afs,478797,2,41
391,afs_179,afs,480597,2,41
392,afs_180,afs,482397,2,42
393,afs_181,afs,485997,2,43
394,afs_182,afs,487799,2,43
395,afs_183,afs,489597,2,44
396,afs_184,afs,491398,2,44
397,afs_185,afs,493199,2,44
398,afs_186,afs,496798,2,45
399,afs_187,afs,498599,2,46
400,afs_188,afs,500398,2,46
401,afs_189,afs,502198,2,46
402,afs_190,afs,503998,2,47
403,afs_191,afs,507598,2,48
404,afs_192,afs,509399,2,48
405,afs_193,afs,511198,2,49
406,afs_194,afs,512999,2,49
407,afs_195,afs,514798,2,49
408,afs_196,afs,518398,2,50
409,afs_197,afs,520198,2,51
410,afs_198,afs,522000,2,51
446,agl_013,agl,237602,2,45
447,agl_014,agl,241201,2,45
448,agl_015,agl,243002,2,45
449,agl_016,agl,246601,2,45
450,agl_017,agl,252000,2,45
451,agl_018,agl,253801,2,46
452,agl_019,agl,255600,2,46
453,agl_020,agl,259200,2,47
454,agl_021,agl,262800,2,48
455,agl_022,agl,266400,2,49
456,agl_023,agl,268200,2,49
457,agl_024,agl,270001,2,49
458,agl_025,agl,273599,2,50
459,agl_026,agl,275400,2,50
460,agl_027,agl,277200,2,50
461,agl_028,agl,279000,2,50
462,agl_029,agl,280800,2,50
463,agl_030,agl,284400,2,50
464,agl_031,agl,286200,2,50
465,agl_032,agl,288000,2,50
466,agl_033,agl,289801,2,50
467,agl_034,agl,291601,2,50
468,agl_035,agl,295201,2,50
469,agl_036,agl,297001,2,49
470,agl_037,agl,298801,2,49
471,agl_038,agl,300601,2,49
472,agl_039,agl,302403,2,48
473,agl_040,agl,306001,2,47
474,agl_041,agl,307802,2,47
475,agl_042,agl,309601,2,46
476,agl_043,agl,311401,2,46
477,agl_044,agl,313201,2,46
478,agl_045,agl,316801,2,45
479,agl_046,agl,318601,2,45
480,agl_047,agl,320403,2,45
481,agl_048,agl,322202,2,45
482,agl_049,agl,324001,2,45
483,agl_050,agl,327601,2,45
484,agl_051,agl,329401,2,45
485,agl_052,agl,333001,2,45
486,agl_053,agl,338400,2,45
487,agl_054,agl,340201,2,44
488,agl_055,agl,342000,2,44
489,agl_056,agl,345600,2,43
490,agl_057,agl,349200,2,42
491,agl_058,agl,352800,2,41
492,agl_059,agl,354602,2,41
493,agl_060,agl,356401,2,41
494,agl_061,agl,360000,2,40
495,agl_062,agl,361801,2,39
496,agl_063,agl,363600,2,39
497,agl_064,agl,365400,2,39
498,agl_065,agl,367200,2,38
499,agl_066,agl,370802,2,37
500,agl_067,agl,372600,2,37
501,agl_068,agl,374401,2,36
502,agl_069,agl,376201,2,36
503,agl_070,agl,378001,2,36
504,agl_071,agl,381601,2,35
505,agl_072,agl,383401,2,34
506,agl_073,agl,385201,2,34
507,agl_074,agl,387001,2,34
508,agl_075,agl,388801,2,33
509,agl_076,agl,392401,2,32
510,agl_077,agl,394201,2,32
511,agl_078,agl,396001,2,31
512,agl_079,agl,397801,2,31
513,agl_080,agl,399601,2,31
514,agl_081,agl,403201,2,30
515,agl_082,agl,405003,2,30
516,agl_083,agl,406801,2,30
517,agl_084,agl,408602,2,30
518,agl_085,agl,410402,2,30
519,agl_086,agl,414001,2,30
520,agl_087,agl,415801,2,30
521,agl_088,agl,419402,2,30
522,agl_089,agl,424800,2,30
523,agl_090,agl,426601,2,31
524,agl_091,agl,428400,2,31
525,agl_092,agl,432000,2,32
526,agl_093,agl,435600,2,33
527,agl_094,agl,439200,2,34
528,agl_095,agl,441000,2,34
529,agl_096,agl,442801,2,34
530,agl_097,agl,446400,2,35
531,agl_098,agl,448200,2,36
532,agl_099,agl,450000,2,36
533,agl_100,agl,451800,2,36
534,agl_101,agl,453600,2,37
535,agl_102,agl,457200,2,38
536,agl_103,agl,459002,2,38
537,agl_104,agl,460800,2,39
538,agl_105,agl,462601,2,39
539,agl_106,agl,464402,2,39
540,agl_107,agl,468001,2,40
541,agl_108,agl,469802,2,40
542,agl_109,agl,471601,2,40
543,agl_110,agl,473401,2,40
544,agl_111,agl,475201,2,40
545,agl_112,agl,478801,2,40
546,agl_113,agl,480602,2,40
547,agl_114,agl,482401,2,40
548,agl_115,agl,484202,2,40
549,agl_116,agl,486001,2,40
584,aja_022,aja,66602,1,30
585,aja_023,aja,68402,1,30
586,aja_024,aja,70202,1,30
587,aja_025,aja,77400,1,30
588,aja_026,aja,79201,1,30
589,aja_027,aja,81001,1,30
590,aja_028,aja,82801,1,30
591,aja_029,aja,86400,1,30
592,aja_030,aja,88200,1,31
593,aja_031,aja,90000,1,31
594,aja_032,aja,91800,1,32
595,aja_033,aja,93601,1,32
596,aja_034,aja,97201,1,33
597,aja_035,aja,99000,1,33
598,aja_036,aja,100800,1,34
599,aja_037,aja,102601,1,34
600,aja_038,aja,104400,1,35
601,aja_039,aja,108001,1,35
602,aja_040,aja,109800,1,34
603,aja_041,aja,111601,1,34
604,aja_042,aja,113401,1,33
605,aja_043,aja,115201,1,33
606,aja_044,aja,118802,1,32
607,aja_045,aja,120602,1,32
608,aja_046,aja,122402,1,31
609,aja_047,aja,124202,1,31
610,aja_048,aja,126002,1,30
611,aja_049,aja,129602,1,30
612,aja_050,aja,131402,1,30
613,aja_051,aja,133202,1,30
614,aja_052,aja,135002,1,30
615,aja_053,aja,136802,1,30
616,aja_054,aja,140402,1,30
617,aja_055,aja,153002,1,30
618,aja_056,aja,154802,1,30
619,aja_057,aja,156602,1,30
620,aja_058,aja,163800,1,30
621,aja_059,aja,167400,1,30
622,aja_060,aja,169201,1,30
623,aja_061,aja,172801,1,30
624,aja_062,aja,174601,1,30
625,aja_063,aja,176400,1,30
626,aja_064,aja,178201,1,30
627,aja_065,aja,180000,1,30
628,aja_066,aja,183601,1,30
629,aja_067,aja,185401,1,30
630,aja_068,aja,187201,1,30
631,aja_069,aja,189001,1,30
632,aja_070,aja,190801,1,30
633,aja_071,aja,194400,1,30
634,aja_072,aja,196200,1,30
635,aja_073,aja,198001,1,30
636,aja_074,aja,199800,1,30
637,aja_075,aja,201601,1,30
638,aja_076,aja,205200,1,30
639,aja_077,aja,207001,1,30
640,aja_078,aja,208800,1,30
641,aja_079,aja,210601,1,30
642,aja_080,aja,212401,1,30
643,aja_081,aja,216001,1,30
644,aja_082,aja,217801,1,29
645,aja_083,aja,219601,1,29
646,aja_084,aja,221400,1,28
647,aja_085,aja,223201,1,28
648,aja_086,aja,226800,1,27
649,aja_087,aja,228600,1,27
650,aja_088,aja,239402,1,25
651,aja_089,aja,241202,1,25
652,aja_090,aja,243002,1,25
653,aja_091,aja,250200,1,25
654,aja_092,aja,253800,1,25
655,aja_093,aja,255601,1,25
656,aja_094,aja,259200,1,25
657,aja_095,aja,261001,1,25
658,aja_096,aja,262801,1,25
659,aja_097,aja,264601,1,25
660,aja_098,aja,266401,1,25
661,aja_099,aja,270001,1,25
662,aja_100,aja,271800,1,25
663,aja_101,aja,273600,1,25
664,aja_102,aja,275400,1,25
665,aja_103,aja,277200,1,25
666,aja_104,aja,280801,1,25
667,aja_105,aja,282601,1,25
668,aja_106,aja,284401,1,25
669,aja_107,aja,286201,1,25
670,aja_108,aja,288001,1,25
671,aja_109,aja,291602,1,25
672,aja_110,aja,293402,1,25
673,aja_111,aja,295202,1,25
674,aja_112,aja,297002,1,25
675,aja_113,aja,298802,1,25
676,aja_114,aja,302402,1,25
677,aja_115,aja,304202,1,24
678,aja_116,aja,306002,1,24
679,aja_117,aja,307802,1,23
680,aja_118,aja,309602,1,23
681,aja_119,aja,313202,1,22
682,aja_120,aja,325802,1,20
683,aja_121,aja,327602,1,20
684,aja_122,aja,329402,1,20
685,aja_123,aja,336600,1,20
686,aja_124,aja,340200,1,20
687,aja_125,aja,342000,1,20
688,aja_126,aja,345600,1,20
689,aja_127,aja,347400,1,20
690,aja_128,aja,349200,1,20
691,aja_129,aja,351001,1,20
692,aja_130,aja,352801,1,20
693,aja_131,aja,356401,1,20
694,aja_132,aja,358200,1,20
695,aja_133,aja,360000,1,20
696,aja_134,aja,361800,1,20
697,aja_135,aja,363601,1,20
698,aja_136,aja,367201,1,20
699,aja_137,aja,369001,1,20
700,aja_138,aja,370801,1,20
701,aja_139,aja,372601,1,20
702,aja_140,aja,374400,1,20
703,aja_141,aja,378002,1,20
704,aja_142,aja,379802,1,20
705,aja_143,aja,381602,1,20
706,aja_144,aja,383402,1,20
707,aja_145,aja,385202,1,20
708,aja_146,aja,388802,1,20
709,aja_147,aja,390602,1,20
710,aja_148,aja,392402,1,20
711,aja_149,aja,394202,1,20
712,aja_150,aja,396002,1,20
713,aja_151,aja,399602,1,20
714,aja_152,aja,412202,1,20
715,aja_153,aja,414002,1,20
716,aja_154,aja,415802,1,20
717,aja_155,aja,423000,1,20
718,aja_156,aja,426601,1,20
719,aja_157,aja,428401,1,20
720,aja_158,aja,432000,1,20
721,aja_159,aja,433800,1,20
722,aja_160,aja,435600,1,20
723,aja_161,aja,437400,1,20
724,aja_162,aja,439200,1,20
725,aja_163,aja,442801,1,20
726,aja_164,aja,444601,1,20
727,aja_165,aja,446400,1,20
728,aja_166,aja,448200,1,20
729,aja_167,aja,450000,1,20
730,aja_168,aja,453600,1,20
731,aja_169,aja,455400,1,19
732,aja_170,aja,457201,1,19
733,aja_171,aja,459001,1,18
734,aja_172,aja,460800,1,18
735,aja_173,aja,464402,1,17
736,aja_174,aja,466202,1,17
737,aja_175,aja,468002,1,16
738,aja_176,aja,469802,1,16
739,aja_177,aja,471602,1,15
740,aja_178,aja,475202,1,15
741,aja_179,aja,477002,1,15
742,aja_180,aja,478802,1,15
743,aja_181,aja,480602,1,15
744,aja_182,aja,482402,1,15
745,aja_183,aja,486002,1,15
746,aja_184,aja,498602,1,15
747,aja_185,aja,500402,1,15
748,aja_186,aja,502202,1,15
749,aja_187,aja,509400,1,15
750,aja_188,aja,513000,1,15
751,aja_189,aja,514801,1,15
752,aja_190,aja,518400,1,15
753,aja_191,aja,520200,1,15
754,aja_192,aja,522001,1,15
755,aja_193,aja,523800,1,15
756,aja_194,aja,525601,1,15
781,akq_003,akq,5400,2,31
782,akq_004,akq,7200,2,32
783,akq_005,akq,10800,2,33
784,akq_006,akq,12600,2,33
785,akq_007,akq,14400,2,34
786,akq_008,akq,16200,2,34
787,akq_009,akq,18000,2,34
788,akq_010,akq,21600,2,35
789,akq_011,akq,23400,2,36
790,akq_012,akq,25200,2,36
791,akq_013,akq,27000,2,36
792,akq_014,akq,28800,2,37
793,akq_015,akq,32400,2,38
794,akq_016,akq,34200,2,38
795,akq_017,akq,36000,2,39
796,akq_018,akq,37802,2,39
797,akq_019,akq,39601,2,39
798,akq_020,akq,43201,2,40
799,akq_021,akq,45001,2,40
804,alc_002,alc,3600,2,94
805,alc_003,alc,7199,2,95
806,alc_004,alc,9000,2,94
807,alc_005,alc,10800,2,94
808,alc_006,alc,12600,2,94
809,alc_007,alc,14400,2,93
810,alc_008,alc,18000,2,92
842,alq_030,alq,64801,1,30
843,alq_031,alq,66601,1,30
844,alq_032,alq,68402,1,30
845,alq_033,alq,70201,1,30
846,alq_034,alq,72001,1,30
847,alq_035,alq,75600,1,30
848,alq_036,alq,77400,1,30
849,alq_037,alq,79199,1,30
850,alq_038,alq,81001,1,30
851,alq_039,alq,82800,1,30
852,alq_040,alq,86400,1,30
853,alq_041,alq,88200,1,30
854,alq_042,alq,90000,1,30
855,alq_043,alq,91800,1,30
856,alq_044,alq,93600,1,30
857,alq_045,alq,97200,1,30
858,alq_046,alq,99000,1,30
859,alq_047,alq,100801,1,30
860,alq_048,alq,102600,1,30
861,alq_049,alq,104400,1,30
862,alq_050,alq,108000,1,30
863,alq_051,alq,109800,1,30
864,alq_052,alq,111600,1,30
865,alq_053,alq,113400,1,30
866,alq_054,alq,115202,1,30
867,alq_055,alq,118801,1,30
868,alq_056,alq,120601,1,30
869,alq_057,alq,122402,1,30
870,alq_058,alq,124201,1,30
871,alq_059,alq,126001,1,30
872,alq_060,alq,129601,1,30
873,alq_061,alq,131403,1,31
874,alq_062,alq,133201,1,31
875,alq_063,alq,135001,1,32
876,alq_064,alq,136802,1,32
877,alq_065,alq,140402,1,33
878,alq_066,alq,142202,1,33
879,alq_067,alq,144001,1,34
880,alq_068,alq,145802,1,34
881,alq_069,alq,147601,1,35
882,alq_070,alq,151202,1,36
883,alq_071,alq,153001,1,37
884,alq_072,alq,154801,1,38
885,alq_073,alq,156602,1,38
886,alq_074,alq,158401,1,39
887,alq_075,alq,162000,1,41
888,alq_076,alq,163800,1,42
889,alq_077,alq,165600,1,43
890,alq_078,alq,167399,1,43
891,alq_079,alq,169201,1,44
892,alq_080,alq,172800,1,45
893,alq_081,alq,174600,1,46
894,alq_082,alq,176400,1,46
895,alq_083,alq,178200,1,47
896,alq_084,alq,180000,1,47
897,alq_085,alq,183600,1,48
898,alq_086,alq,187200,1,49
899,alq_087,alq,189001,1,49
900,alq_088,alq,190800,1,50
901,alq_089,alq,194400,1,50
902,alq_090,alq,196200,1,51
903,alq_091,alq,198000,1,51
904,alq_092,alq,199800,1,52
905,alq_093,alq,201599,1,52
906,alq_094,alq,205202,1,53
907,alq_095,alq,207001,1,53
908,alq_096,alq,208801,1,54
909,alq_097,alq,210602,1,54
910,alq_098,alq,212401,1,55
911,alq_099,alq,216001,1,56
912,alq_100,alq,217801,1,57
913,alq_101,alq,219603,1,58
914,alq_102,alq,221401,1,58
915,alq_103,alq,223202,1,59
916,alq_104,alq,226801,1,61
917,alq_105,alq,228601,1,62
918,alq_106,alq,230401,1,63
919,alq_107,alq,232201,1,63
920,alq_108,alq,234002,1,64
921,alq_109,alq,237601,1,65
922,alq_110,alq,239401,1,65
923,alq_111,alq,241201,1,65
924,alq_112,alq,243001,1,65
925,alq_113,alq,244801,1,65
926,alq_114,alq,248400,1,65
927,alq_115,alq,250200,1,65
928,alq_116,alq,252000,1,65
929,alq_117,alq,253800,1,65
930,alq_118,alq,255600,1,65
931,alq_119,alq,259200,1,65
932,alq_120,alq,261000,1,64
933,alq_121,alq,262800,1,64
934,alq_122,alq,264599,1,63
935,alq_123,alq,266400,1,63
936,alq_124,alq,270000,1,62
937,alq_125,alq,271800,1,62
938,alq_126,alq,273602,1,61
939,alq_127,alq,275400,1,61
940,alq_128,alq,277201,1,60
941,alq_129,alq,280800,1,60
942,alq_130,alq,282600,1,59
943,alq_131,alq,284399,1,59
944,alq_132,alq,286200,1,58
945,alq_133,alq,288000,1,58
946,alq_134,alq,291603,1,57
947,alq_135,alq,293402,1,57
948,alq_136,alq,295201,1,56
949,alq_137,alq,297001,1,56
950,alq_138,alq,298801,1,55
951,alq_139,alq,302402,1,55
952,alq_140,alq,304201,1,54
953,alq_141,alq,306001,1,54
954,alq_142,alq,307803,1,53
955,alq_143,alq,309601,1,53
956,alq_144,alq,324001,1,50
957,alq_145,alq,325801,1,49
958,alq_146,alq,327602,1,49
959,alq_147,alq,329401,1,48
960,alq_148,alq,331202,1,48
961,alq_149,alq,334800,1,47
962,alq_150,alq,336600,1,47
963,alq_151,alq,338400,1,46
964,alq_152,alq,340200,1,46
965,alq_153,alq,342000,1,45
966,alq_154,alq,345600,1,45
967,alq_155,alq,347400,1,44
968,alq_156,alq,349200,1,44
969,alq_157,alq,351000,1,43
970,alq_158,alq,352800,1,43
971,alq_159,alq,356400,1,42
972,alq_160,alq,358200,1,42
973,alq_161,alq,360000,1,41
974,alq_162,alq,361802,1,41
975,alq_163,alq,363600,1,40
976,alq_164,alq,367199,1,40
977,alq_165,alq,369000,1,39
978,alq_166,alq,370800,1,39
979,alq_167,alq,374400,1,38
980,alq_168,alq,378001,1,37
981,alq_169,alq,379801,1,37
982,alq_170,alq,381602,1,36
983,alq_171,alq,383401,1,36
984,alq_172,alq,385201,1,35
985,alq_173,alq,388801,1,35
986,alq_174,alq,390602,1,34
987,alq_175,alq,392401,1,34
988,alq_176,alq,394201,1,33
989,alq_177,alq,396002,1,33
990,alq_178,alq,399602,1,32
991,alq_179,alq,401401,1,32
992,alq_180,alq,403201,1,31
993,alq_181,alq,405002,1,31
994,alq_182,alq,406801,1,30
995,alq_183,alq,410402,1,30
996,alq_184,alq,412201,1,30
997,alq_185,alq,414003,1,30
998,alq_186,alq,415801,1,30
999,alq_187,alq,417601,1,30
1000,alq_188,alq,421200,1,30
1001,alq_189,alq,423000,1,30
1002,alq_190,alq,424800,1,30
1003,alq_191,alq,426600,1,30
1004,alq_192,alq,428400,1,30
1005,alq_193,alq,432000,1,30
1006,alq_194,alq,433801,1,30
1007,alq_195,alq,435600,1,30
1008,alq_196,alq,437400,1,30
1009,alq_197,alq,439200,1,30
1010,alq_198,alq,442800,1,30
1011,alq_199,alq,444600,1,30
1012,alq_200,alq,446400,1,30
